,param,value,evaluation
3,25,0.9825067281814687,train recall
4,30,0.9826989619377162,train recall
5,35,0.9825067281814687,train recall
6,40,0.9825067281814687,train recall
7,45,0.9826989619377162,train recall
8,50,0.9828911956939638,train recall
9,55,0.9826989619377162,train recall
10,60,0.9828911956939638,train recall
11,65,0.9826989619377162,train recall
12,70,0.9826989619377162,train recall
13,75,0.9826989619377162,train recall
14,80,0.9826989619377162,train recall
15,85,0.9826989619377162,train recall
16,90,0.9826989619377162,train recall
17,95,0.9826989619377162,train recall
18,100,0.9826989619377162,train recall
19,105,0.9826989619377162,train recall
20,110,0.9826989619377162,train recall
21,115,0.9826989619377162,train recall
22,120,0.9826989619377162,train recall
23,125,0.9826989619377162,train recall
24,130,0.9826989619377162,train recall
25,135,0.9826989619377162,train recall
26,140,0.9826989619377162,train recall
27,145,0.9826989619377162,train recall
28,150,0.9826989619377162,train recall
29,155,0.9826989619377162,train recall
30,160,0.9826989619377162,train recall
31,165,0.9826989619377162,train recall
32,170,0.9826989619377162,train recall
33,175,0.9826989619377162,train recall
34,180,0.9826989619377162,train recall
35,185,0.9826989619377162,train recall
36,190,0.9826989619377162,train recall
37,195,0.9826989619377162,train recall
38,200,0.9826989619377162,train recall
39,205,0.9826989619377162,train recall
40,210,0.9826989619377162,train recall
41,215,0.9826989619377162,train recall
42,220,0.9826989619377162,train recall
43,225,0.9826989619377162,train recall
44,230,0.9826989619377162,train recall
45,235,0.9826989619377162,train recall
46,240,0.9826989619377162,train recall
47,245,0.982314494425221,train recall
48,250,0.982314494425221,train recall
49,255,0.9826989619377162,train recall
50,260,0.9826989619377162,train recall
51,265,0.9826989619377162,train recall
52,270,0.9826989619377162,train recall
53,275,0.9826989619377162,train recall
54,280,0.9826989619377162,train recall
55,285,0.9826989619377162,train recall
56,290,0.9826989619377162,train recall
57,295,0.9826989619377162,train recall
58,300,0.9826989619377162,train recall
